,nombre_proyecto,moneda,precio,tamaño,dormitorios,baños,unidades_disp,link
20,Edificio Duo,UF,9468,81 a 146 m² útiles,2 a 4 dormitorios,3 baños,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-1427949435-edificio-duo-_JM#position=21&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
21,Rodrigo de Araya 1410,UF,2678,33 a 59 m² útiles,1 a 2 dormitorios,1 a 2 baños,11 unidades disponibles,https://www.portalinmobiliario.com/MLC-1586969498-rodrigo-de-araya-1410-_JM#position=22&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
22,Edificio Índigo,UF,10271,71 a 124 m² útiles,3 a 5 dormitorios,2 a 3 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1400971793-edificio-indigo-_JM#position=23&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
23,Circunvalación Sur etapa I,UF,2486,23 a 65 m² útiles,1 a 3 dormitorios,1 a 2 baños,44 unidades disponibles,https://www.portalinmobiliario.com/MLC-1565689036-circunvalacion-sur-etapa-i-_JM#position=24&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
24,Solanas de Marbella,UF,14897,138 a 139 m² útiles,4 a 5 dormitorios,3 a 4 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1375191777-solanas-de-marbella-_JM#position=25&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
25,Edificio Médanos Park,UF,8781,111 a 139 m² útiles,2 a 3 dormitorios,3 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1565653372-edificio-medanos-park-_JM#position=26&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
26,Condominio Newén,UF,1750,44 a 49 m² útiles,2 dormitorios,1 baño,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055072569-condominio-newen-_JM#position=27&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
27,Vista Cordillera II,UF,2600,39 a 67 m² útiles,1 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1778531206-vista-cordillera-ii-_JM#position=28&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
28,Edificio Puerto de Aguirre,UF,18940,109 a 140 m² útiles,2 a 3 dormitorios,3 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1680920336-edificio-puerto-de-aguirre-_JM#position=29&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
29,Smart La Florida 10695,UF,3109,37 a 88 m² útiles,1 a 3 dormitorios,1 a 2 baños,79 unidades disponibles,https://www.portalinmobiliario.com/MLC-1461796499-smart-la-florida-10695-_JM#position=30&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
30,Millalongo 72,UF,2325,29 a 60 m² útiles,1 a 2 dormitorios,1 a 2 baños,142 unidades disponibles,https://www.portalinmobiliario.com/MLC-1957719926-millalongo-72-_JM#position=31&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
31,Vive San Nicolás,UF,4099,64 a 69 m² útiles,3 dormitorios,2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-1775676902-vive-san-nicolas-_JM#position=32&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
32,Vive Zañartu,UF,2877,33 a 55 m² útiles,1 a 2 dormitorios,1 a 2 baños,15 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377864551-vive-zanartu-_JM#position=33&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
33,Condominio Vista Cordillera,UF,2483,50 a 56 m² útiles,2 a 3 dormitorios,1 baño,59 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379714457-condominio-vista-cordillera-_JM#position=34&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
34,Edificio Aragón,UF,2713,36 a 79 m² útiles,1 a 3 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1432274049-edificio-aragon-_JM#position=35&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
35,Go San Pablo,UF,2715,30 a 47 m² útiles,1 a 2 dormitorios,1 a 2 baños,43 unidades disponibles,https://www.portalinmobiliario.com/MLC-1527602922-go-san-pablo-_JM#position=36&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
36,Carmen Root,UF,2250,24 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-1912568100-carmen-root-_JM#position=37&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
37,Leufu,UF,4289,66 a 100 m² útiles,2 a 3 dormitorios,2 baños,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-1393282613-leufu-_JM#position=38&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
38,Condominio Parque Las Nieves,UF,5940,72 a 132 m² útiles,2 a 3 dormitorios,2 a 3 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1560841564-condominio-parque-las-nieves-_JM#position=39&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
39,Icalma Exequiel,UF,3150,31 a 63 m² útiles,1 a 3 dormitorios,1 a 2 baños,30 unidades disponibles,https://www.portalinmobiliario.com/MLC-486135859-icalma-exequiel-_JM#position=40&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
40,Edificio Tempus,UF,3833,37 a 69 m² útiles,1 a 2 dormitorios,1 a 2 baños,23 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610715616-edificio-tempus-_JM#position=41&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
41,Condominio Los Cipreses VII,UF,1700,51 a 59 m² útiles,2 a 3 dormitorios,1 a 2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1599926164-condominio-los-cipreses-vii-_JM#position=42&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
42,Edificio Montemar,UF,3618,53 a 66 m² útiles,2 a 3 dormitorios,2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-597759772-edificio-montemar-_JM#position=43&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
43,Coipué,UF,3017,33 a 77 m² útiles,1 a 3 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1419416115-coipue-_JM#position=44&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
44,Edificio Parque Ongolmo,UF,2497,33 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,28 unidades disponibles,https://www.portalinmobiliario.com/MLC-1438158105-edificio-parque-ongolmo-_JM#position=45&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
45,Espacio Escondido,UF,12310,59 a 139 m² útiles,2 a 4 dormitorios,1 a 4 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1773528856-espacio-escondido-_JM#position=46&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
46,Condominio Valle los Volcanes,UF,2701,47 a 63 m² útiles,2 a 3 dormitorios,1 a 2 baños,103 unidades disponibles,https://www.portalinmobiliario.com/MLC-1414029281-condominio-valle-los-volcanes-_JM#position=47&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
47,San Andrés Park,UF,2035,19 a 52 m² útiles,1 a 2 dormitorios,1 a 2 baños,33 unidades disponibles,https://www.portalinmobiliario.com/MLC-2060801174-san-andres-park-_JM#position=48&search_layout=grid&type=item&tracking_id=f64589d9-9444-4bfb-96dd-2bb1cdde21e9
0,Jardines del Sol,UF,2631,40 a 55 m² útiles,2 a 3 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377870821-jardines-del-sol-_JM#position=1&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
1,Edificio Link,UF,2590,34 a 52 m² útiles,1 a 3 dormitorios,1 baño,14 unidades disponibles,https://www.portalinmobiliario.com/MLC-1002476074-edificio-link-_JM#position=2&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
2,Condominio Vista Parque Peñalolén,UF,6180,70 a 99 m² útiles,2 a 3 dormitorios,2 baños,31 unidades disponibles,https://www.portalinmobiliario.com/MLC-1798796482-condominio-vista-parque-penalolen-_JM#position=3&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
3,Condominio Atalaya,UF,2986,54 a 72 m² útiles,2 a 3 dormitorios,2 baños,11 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378464915-condominio-atalaya-_JM#position=4&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
4,Edificio Cachapoal,UF,2685,32 a 54 m² útiles,1 a 2 dormitorios,1 a 2 baños,11 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610743376-edificio-cachapoal-_JM#position=5&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
5,Mirador De Lo Campino,UF,3309,38 a 85 m² útiles,1 a 3 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377853451-mirador-de-lo-campino-_JM#position=6&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
6,Galería Espoz,UF,23243,140 a 182 m² útiles,1 a 3 dormitorios,2 a 3 baños,16 unidades disponibles,https://www.portalinmobiliario.com/MLC-1374739313-galeria-espoz-_JM#position=7&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
7,Edificio Neocentro,UF,2325,34 a 59 m² útiles,1 a 3 dormitorios,1 a 2 baños,26 unidades disponibles,https://www.portalinmobiliario.com/MLC-1699165394-edificio-neocentro-_JM#position=8&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
8,Condominio Espacio Las Tablas Curauma,UF,2625,36 a 377 m² útiles,1 a 4 dormitorios,1 a 5 baños,12 unidades disponibles,https://www.portalinmobiliario.com/MLC-1444740827-condominio-espacio-las-tablas-curauma-_JM#position=9&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
9,Condominio Altos de Lircay,UF,2370,44 a 72 m² útiles,2 a 3 dormitorios,1 a 2 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1600016442-condominio-altos-de-lircay-_JM#position=10&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
10,Alto Las Perdices Departamentos,UF,3408,59 a 79 m² útiles,2 a 3 dormitorios,2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1588536266-alto-las-perdices-departamentos-_JM#position=11&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
11,Plaza Fluvial,UF,3705,38 a 50 m² útiles,1 a 2 dormitorios,1 a 2 baños,7 unidades disponibles,https://www.portalinmobiliario.com/MLC-607083427-plaza-fluvial-_JM#position=12&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
12,Concepto Best Site - Imagina,UF,2690,32 a 49 m² útiles,1 dormitorio,1 baño,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1527658068-concepto-best-site-imagina-_JM#position=13&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
13,Edificio Matta,UF,3394,31 a 33 m² útiles,1 dormitorio,1 baño,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1684246114-edificio-matta-_JM#position=14&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
14,Alto Reloncaví Departamentos,UF,3379,46 a 107 m² útiles,1 a 3 dormitorios,1 a 2 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1568768690-alto-reloncavi-departamentos-_JM#position=15&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
15,Vanguardia,UF,3196,33 a 70 m² útiles,1 a 3 dormitorios,1 a 2 baños,26 unidades disponibles,https://www.portalinmobiliario.com/MLC-1845839626-vanguardia-_JM#position=16&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
16,Altus,UF,2492,40 a 58 m² útiles,1 a 2 dormitorios,1 a 2 baños,40 unidades disponibles,https://www.portalinmobiliario.com/MLC-1421663311-altus-_JM#position=17&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
17,Edificio GEO,UF,10128,114 a 155 m² útiles,3 a 4 dormitorios,3 a 4 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1591276274-edificio-geo-_JM#position=18&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
18,Exequiel,UF,2980,34 a 73 m² útiles,1 a 3 dormitorios,1 a 2 baños,179 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610326836-exequiel-_JM#position=19&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
19,Holandesa 0868,UF,1999,22 a 58 m² útiles,1 a 2 dormitorios,1 a 2 baños,48 unidades disponibles,https://www.portalinmobiliario.com/MLC-2122740154-holandesa-0868-_JM#position=20&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
20,Edificio Puerto Camoens,UF,13895,19 a 138 m² útiles,2 a 3 dormitorios,2 a 3 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1390718051-edificio-puerto-camoens-_JM#position=21&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
21,Cumbres de los Andes,UF,1690,51 a 61 m² útiles,2 a 3 dormitorios,1 a 2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1055021566-cumbres-de-los-andes-_JM#position=22&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
22,Aires La Florida,UF,2499,31 a 50 m² útiles,1 a 2 dormitorios,1 a 2 baños,24 unidades disponibles,https://www.portalinmobiliario.com/MLC-625792472-aires-la-florida-_JM#position=23&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
23,Barrio Parque Santiago,UF,2520,40 a 54 m² útiles,2 a 3 dormitorios,1 a 2 baños,215 unidades disponibles,https://www.portalinmobiliario.com/MLC-1421612857-barrio-parque-santiago-_JM#position=24&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
24,Vista Parque,UF,10900,123 a 145 m² útiles,2 a 3 dormitorios,2 a 3 baños,15 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610743816-vista-parque-_JM#position=25&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
25,Alpha Neo Soho,UF,2432,32 a 52 m² útiles,1 a 3 dormitorios,1 a 2 baños,21 unidades disponibles,https://www.portalinmobiliario.com/MLC-1406638351-alpha-neo-soho-_JM#position=26&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
26,Cumbres de Peñuelas,UF,2850,39 a 72 m² útiles,2 a 3 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-1588016262-cumbres-de-penuelas-_JM#position=27&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
27,Edificio Link SM,UF,2457,26 a 58 m² útiles,1 a 2 dormitorios,1 a 2 baños,103 unidades disponibles,https://www.portalinmobiliario.com/MLC-2162740022-edificio-link-sm-_JM#position=28&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
28,Edificio Departamental II,UF,2940,34 a 63 m² útiles,1 a 2 dormitorios,1 a 2 baños,98 unidades disponibles,https://www.portalinmobiliario.com/MLC-2197268542-edificio-departamental-ii-_JM#position=29&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
29,Edificio David Arellano,UF,2510,31 a 72 m² útiles,1 a 3 dormitorios,1 a 2 baños,77 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378406031-edificio-david-arellano-_JM#position=30&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
30,Plaza De La Independencia III,UF,1850,32 a 71 m² útiles,1 a 3 dormitorios,1 a 2 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-1778566110-plaza-de-la-independencia-iii-_JM#position=31&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
31,Puerto Nuevo Antofagasta,UF,3881,41 a 68 m² útiles,1 a 2 dormitorios,1 a 2 baños,25 unidades disponibles,https://www.portalinmobiliario.com/MLC-1379781493-puerto-nuevo-antofagasta-_JM#position=32&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
32,Edificio Altos de Placeres,UF,3296,44 a 64 m² útiles,2 a 3 dormitorios,1 a 2 baños,76 unidades disponibles,https://www.portalinmobiliario.com/MLC-1446253079-edificio-altos-de-placeres-_JM#position=33&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
33,Edificio Pacifico,UF,3015,55 a 80 m² útiles,2 a 3 dormitorios,1 a 2 baños,9 unidades disponibles,https://www.portalinmobiliario.com/MLC-640994654-edificio-pacifico-_JM#position=34&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
34,Condominio Vista Ñielol II,UF,2380,43 a 64 m² útiles,1 a 3 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1424612788-condominio-vista-nielol-ii-_JM#position=35&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
35,Stepke 457,UF,2820,21 a 47 m² útiles,1 a 2 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1374739863-stepke-457-_JM#position=36&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
36,Edificio Métrica de la Barra,UF,6850,63 a 66 m² útiles,2 dormitorios,2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1748161820-edificio-metrica-de-la-barra-_JM#position=37&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
37,Edificio Fray León - San Damián,UF,28704,269 a 341 m² útiles,4 dormitorios,5 a 6 baños,12 unidades disponibles,https://www.portalinmobiliario.com/MLC-970117867-edificio-fray-leon-san-damian-_JM#position=38&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
38,Parque La Dehesa Etapa 2,UF,22900,193 m² útiles,4 dormitorios,4 baños,1 unidad disponible,https://www.portalinmobiliario.com/MLC-601944021-parque-la-dehesa-etapa-2-_JM#position=39&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
39,Edificio San José De La Sierra,UF,39000,328 a 444 m² útiles,3 dormitorios,4 baños,4 unidades disponibles,https://www.portalinmobiliario.com/MLC-1032671515-edificio-san-jose-de-la-sierra-_JM#position=40&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
40,Edificio Cumbres,UF,14761,139 m² útiles,3 a 4 dormitorios,4 baños,3 unidades disponibles,https://www.portalinmobiliario.com/MLC-502573202-edificio-cumbres-_JM#position=41&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
41,Edificio El Retiro,UF,2524,50 a 68 m² útiles,2 a 3 dormitorios,1 a 2 baños,20 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610751906-edificio-el-retiro-_JM#position=42&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
42,INC 129,UF,2299,30 a 49 m² útiles,1 a 2 dormitorios,1 a 2 baños,222 unidades disponibles,https://www.portalinmobiliario.com/MLC-2197283992-inc-129-_JM#position=43&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
43,Condominio Parque Peñablanca,UF,2205,40 a 50 m² útiles,2 dormitorios,1 a 2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1377862067-condominio-parque-penablanca-_JM#position=44&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
44,Edificio Inés de Suárez,UF,3309,46 a 71 m² útiles,2 a 3 dormitorios,1 a 2 baños,6 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378444443-edificio-ines-de-suarez-_JM#position=45&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
45,Edificio Optimus,UF,3081,35 a 70 m² útiles,1 a 3 dormitorios,1 a 2 baños,37 unidades disponibles,https://www.portalinmobiliario.com/MLC-1600053334-edificio-optimus-_JM#position=46&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
46,Edificio Colombia 7664,UF,2640,33 a 73 m² útiles,1 a 3 dormitorios,1 a 2 baños,97 unidades disponibles,https://www.portalinmobiliario.com/MLC-526655485-edificio-colombia-7664-_JM#position=47&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
47,"Condominio Origen, Edificios Parque Araucarias",UF,2911,35 a 92 m² útiles,1 a 3 dormitorios,1 a 2 baños,34 unidades disponibles,https://www.portalinmobiliario.com/MLC-1599105434-condominio-origen-edificios-parque-araucarias-_JM#position=48&search_layout=grid&type=item&tracking_id=54830f0a-4e37-4864-8608-ffc353d9b7df
0,Mirador al Volcán Etapa II,UF,2450,30 a 89 m² útiles,1 a 3 dormitorios,1 a 3 baños,64 unidades disponibles,https://www.portalinmobiliario.com/MLC-1395602241-mirador-al-volcan-etapa-ii-_JM#position=1&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
1,Humana,UF,2141,32 a 61 m² útiles,1 a 3 dormitorios,1 a 2 baños,28 unidades disponibles,https://www.portalinmobiliario.com/MLC-1378482173-humana-_JM#position=2&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
2,Condominio Altavista,UF,2500,54 a 82 m² útiles,2 a 3 dormitorios,1 a 2 baños,110 unidades disponibles,https://www.portalinmobiliario.com/MLC-1385878191-condominio-altavista-_JM#position=3&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
3,Santa Elvira 46 Solo Inversionistas,UF,2410,25 a 50 m² útiles,1 a 2 dormitorios,1 a 2 baños,258 unidades disponibles,https://www.portalinmobiliario.com/MLC-1305516496-santa-elvira-46-solo-inversionistas-_JM#position=4&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
4,Edificio Laderas,UF,19261,172 a 219 m² útiles,4 dormitorios,4 a 5 baños,17 unidades disponibles,https://www.portalinmobiliario.com/MLC-1560652298-edificio-laderas-_JM#position=5&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
5,FAM,UF,2165,33 a 63 m² útiles,1 a 3 dormitorios,1 a 2 baños,70 unidades disponibles,https://www.portalinmobiliario.com/MLC-1845828212-fam-_JM#position=6&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
6,La Quebrada Townhouse,UF,9990,39 a 197 m² útiles,4 dormitorios,1 a 3 baños,21 unidades disponibles,https://www.portalinmobiliario.com/MLC-1893842790-la-quebrada-townhouse-_JM#position=7&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
7,Pionera Barrio Buzeta,UF,2190,24 a 48 m² útiles,1 a 2 dormitorios,1 a 2 baños,5 unidades disponibles,https://www.portalinmobiliario.com/MLC-1374740739-pionera-barrio-buzeta-_JM#position=8&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
8,Comarca Menden,UF,3950,37 a 75 m² útiles,1 a 2 dormitorios,1 a 2 baños,36 unidades disponibles,https://www.portalinmobiliario.com/MLC-1374680311-comarca-menden-_JM#position=9&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
9,Connect Up,UF,2882,47 a 69 m² útiles,2 a 3 dormitorios,2 baños,59 unidades disponibles,https://www.portalinmobiliario.com/MLC-1781278268-connect-up-_JM#position=10&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
10,Edificio Urban up,UF,3001,34 a 58 m² útiles,1 a 2 dormitorios,1 a 2 baños,16 unidades disponibles,https://www.portalinmobiliario.com/MLC-1599951734-edificio-urban-up-_JM#position=11&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
11,Edificio Raíces,UF,2915,36 a 95 m² útiles,1 a 3 dormitorios,1 a 2 baños,22 unidades disponibles,https://www.portalinmobiliario.com/MLC-1599344068-edificio-raices-_JM#position=12&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
12,Plaza Quilicura,UF,1875,43 m² útiles,2 dormitorios,1 baño,1 unidad disponible,https://www.portalinmobiliario.com/MLC-1450323515-plaza-quilicura-_JM#position=13&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
13,Edificio Roma,UF,3235,49 a 91 m² útiles,2 a 3 dormitorios,1 a 2 baños,8 unidades disponibles,https://www.portalinmobiliario.com/MLC-1513822540-edificio-roma-_JM#position=14&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
14,Edificio Toro Mazote,UF,2100,30 a 43 m² útiles,1 a 2 dormitorios,1 a 2 baños,38 unidades disponibles,https://www.portalinmobiliario.com/MLC-920281620-edificio-toro-mazote-_JM#position=15&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
15,Condominio Ayllu,UF,5999,81 a 92 m² útiles,2 a 3 dormitorios,2 baños,2 unidades disponibles,https://www.portalinmobiliario.com/MLC-1610716418-condominio-ayllu-_JM#position=16&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
16,Edificio Nelson 1816,UF,3226,38 a 58 m² útiles,1 a 2 dormitorios,1 a 2 baños,14 unidades disponibles,https://www.portalinmobiliario.com/MLC-1372510337-edificio-nelson-1816-_JM#position=17&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
17,Cumbres del Peral – Condominio Los Lirios,UF,3309,51 a 73 m² útiles,2 a 3 dormitorios,1 a 2 baños,10 unidades disponibles,https://www.portalinmobiliario.com/MLC-1599105442-cumbres-del-peral-condominio-los-lirios-_JM#position=18&search_layout=grid&type=item&tracking_id=8fdcaff0-1cf8-4746-be01-dfdfe9f4d00c
